Batch plan id,Batch plan/Process(Parent Job),Sequence,Enabled?,Job group(Sub-job),Date & Start Time,Schedule,Status (Automated/Manual),Active vs Non Active,BP sequence,BP name,BP description,Group dependency,Dependency behavior,Command Name,Selection.description,Selection.ID
500015,DM - Asset depreciation and Income Recognition,4,1,INC - Depreciate previous financial years,13/11/2021 06:27,On demand (deferred),Manual,Non Active,2,DM - SU INC income recognition - previous financial years - MOD2,"Treats all assets with status active or initialized (belonging to the income recognition portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period to be updated depending on Go Live date
- Future fiscal periods to be closed and open fiscal period of the parameter End Date Fiscal Period",,3059,ProcessAsset,DM - Active INC Assets - MOD2,501636
500015,DM - Asset depreciation and Income Recognition,4,1,INC - Depreciate previous financial years,13/11/2021 06:27,On demand (deferred),Manual,Non Active,3,DM - SU INC income recognition - previous financial years - MOD3,"Treats all assets with status active or initialized (belonging to the income recognition portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period to be updated depending on Go Live date
- Future fiscal periods to be closed and open fiscal period of the parameter End Date Fiscal Period",,3059,ProcessAsset,DM - Active INC Assets - MOD3,501637
500015,DM - Asset depreciation and Income Recognition,4,1,INC - Depreciate previous financial years,13/11/2021 06:27,On demand (deferred),Manual,Non Active,4,DM - SU INC income recognition - previous financial years - MOD4,"Treats all assets with status active or initialized (belonging to the income recognition portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period to be updated depending on Go Live date
- Future fiscal periods to be closed and open fiscal period of the parameter End Date Fiscal Period",,3059,ProcessAsset,DM - Active INC Assets - MOD4,501638
500015,DM - Asset depreciation and Income Recognition,4,1,INC - Depreciate previous financial years,13/11/2021 06:27,On demand (deferred),Manual,Non Active,5,DM - SU INC income recognition - previous financial years - MOD5,"Treats all assets with status active or initialized (belonging to the income recognition portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period to be updated depending on Go Live date
- Future fiscal periods to be closed and open fiscal period of the parameter End Date Fiscal Period",,3059,ProcessAsset,DM - Active INC Assets - MOD5,501639
500015,DM - Asset depreciation and Income Recognition,4,1,INC - Depreciate previous financial years,13/11/2021 06:27,On demand (deferred),Manual,Non Active,6,DM - SU INC income recognition - previous financial years - MOD6,"Treats all assets with status active or initialized (belonging to the income recognition portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period to be updated depending on Go Live date
- Future fiscal periods to be closed and open fiscal period of the parameter End Date Fiscal Period",,3059,ProcessAsset,DM - Active INC Assets - MOD6,501640
500015,DM - Asset depreciation and Income Recognition,4,1,INC - Depreciate previous financial years,13/11/2021 06:27,On demand (deferred),Manual,Non Active,7,DM - SU INC income recognition - previous financial years - MOD7,"Treats all assets with status active or initialized (belonging to the income recognition portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period to be updated depending on Go Live date
- Future fiscal periods to be closed and open fiscal period of the parameter End Date Fiscal Period",,3059,ProcessAsset,DM - Active INC Assets - MOD7,501641
500015,DM - Asset depreciation and Income Recognition,4,1,INC - Depreciate previous financial years,13/11/2021 06:27,On demand (deferred),Manual,Non Active,8,DM - SU INC income recognition - previous financial years - MOD8,"Treats all assets with status active or initialized (belonging to the income recognition portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period to be updated depending on Go Live date
- Future fiscal periods to be closed and open fiscal period of the parameter End Date Fiscal Period",,3059,ProcessAsset,DM - Active INC Assets - MOD8,501642
500015,DM - Asset depreciation and Income Recognition,5,1,Reconstruct balance FY2021,13/11/2021 07:05,On demand (deferred),Manual,Non Active,1,DM - Reconstruct Balance FY2021,,,3058,ReconstructBalance,,
500015,DM - Asset depreciation and Income Recognition,6,1,Retained earnings transfer FY2021,13/11/2021 07:06,On demand (deferred),Manual,Non Active,1,DM - ACC Year End Retained Earnings Transfer FY2021,,,3058,RetainedEarningsCompression,,
500015,DM - Asset depreciation and Income Recognition,6,1,Retained earnings transfer FY2021,13/11/2021 07:06,On demand (deferred),Manual,Non Active,2,DM - TAX Year End Retained Earnings Transfer FY2021,,,3058,RetainedEarningsCompression,,
500015,DM - Asset depreciation and Income Recognition,6,1,Retained earnings transfer FY2021,13/11/2021 07:06,On demand (deferred),Manual,Non Active,3,DM - Post retained earning payment document,,,3058,PostPaymentDocuments,DM - Closing journals for retained earnings,501617
500015,DM - Asset depreciation and Income Recognition,10,1,Close all periods,13/11/2021 07:06,On demand (deferred),Manual,Non Active,1,DM - Close fiscal period previous fiscal year,,,3058,OpenOrCloseJournals,,
500015,DM - Asset depreciation and Income Recognition,11,1,Open periods current year,13/11/2021 07:06,On demand (deferred),Manual,Non Active,1,DM - Open Fiscal Periods - Current Year,,,3058,OpenOrCloseJournals,,
500015,DM - Asset depreciation and Income Recognition,12,1,Carry over balance FY2021,13/11/2021 07:06,On demand (deferred),Manual,Non Active,1,DM - ACC Set General Ledger Opening Balances FY2022,,,3058,CarryOverBalance,,
500015,DM - Asset depreciation and Income Recognition,12,1,Carry over balance FY2021,13/11/2021 07:06,On demand (deferred),Manual,Non Active,2,DM - TAX Set General Ledger Opening Balances FY2022,,,3058,CarryOverBalance,,
500015,DM - Asset depreciation and Income Recognition,13,1,Reconstruct balance FY2022,13/11/2021 13:12,On demand (deferred),Manual,Non Active,1,DM - Reconstruct Balance - opening year FY2022,,,3058,ReconstructBalance,,
500015,DM - Asset depreciation and Income Recognition,13,1,Reconstruct balance FY2022,13/11/2021 07:06,On demand (deferred),Manual,Non Active,1,DM - Reconstruct Balance - opening year FY2022,,,3058,ReconstructBalance,,
500015,DM - Asset depreciation and Income Recognition,15,1,ACC - Depreciate current financial year,13/11/2021 07:06,On demand (deferred),Manual,Non Active,1,DM - SU ACC depreciate asset - current financial year - MOD1,"Treats all assets with status active or initialized (belonging to the operating lease portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period is set equal to the end date of the previous month as that would have been last depreciated period in source
- Past fiscal periods to be closed and open current fiscal period",,3059,ProcessAsset,DM - Active Operating Lease Assets - MOD1 - Current Year,501619
500015,DM - Asset depreciation and Income Recognition,15,1,ACC - Depreciate current financial year,13/11/2021 07:06,On demand (deferred),Manual,Non Active,2,DM - SU ACC depreciate asset - current financial year - MOD2,"Treats all assets with status active or initialized (belonging to the operating lease portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period is set equal to the end date of the previous month as that would have been last depreciated period in source
- Past fiscal periods to be closed and open current fiscal period",,3059,ProcessAsset,DM - Active Operating Lease Assets - MOD2 - Current Year,501620
500015,DM - Asset depreciation and Income Recognition,15,1,ACC - Depreciate current financial year,13/11/2021 07:06,On demand (deferred),Manual,Non Active,3,DM - SU ACC depreciate asset - current financial year - MOD3,"Treats all assets with status active or initialized (belonging to the operating lease portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period is set equal to the end date of the previous month as that would have been last depreciated period in source
- Past fiscal periods to be closed and open current fiscal period",,3059,ProcessAsset,DM - Active Operating Lease Assets - MOD3 - Current Year,501621
500015,DM - Asset depreciation and Income Recognition,15,1,ACC - Depreciate current financial year,13/11/2021 07:06,On demand (deferred),Manual,Non Active,4,DM - SU ACC depreciate asset - current financial year - MOD4,"Treats all assets with status active or initialized (belonging to the operating lease portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period is set equal to the end date of the previous month as that would have been last depreciated period in source
- Past fiscal periods to be closed and open current fiscal period",,3059,ProcessAsset,DM - Active Operating Lease Assets - MOD4 - Current Year,501622
500015,DM - Asset depreciation and Income Recognition,15,1,ACC - Depreciate current financial year,13/11/2021 07:06,On demand (deferred),Manual,Non Active,5,DM - SU ACC depreciate asset - current financial year - MOD5,"Treats all assets with status active or initialized (belonging to the operating lease portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period is set equal to the end date of the previous month as that would have been last depreciated period in source
- Past fiscal periods to be closed and open current fiscal period",,3059,ProcessAsset,DM - Active Operating Lease Assets - MOD5 - Current Year,501623
500015,DM - Asset depreciation and Income Recognition,15,1,ACC - Depreciate current financial year,13/11/2021 07:06,On demand (deferred),Manual,Non Active,6,DM - SU ACC depreciate asset - current financial year - MOD6,"Treats all assets with status active or initialized (belonging to the operating lease portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period is set equal to the end date of the previous month as that would have been last depreciated period in source
- Past fiscal periods to be closed and open current fiscal period",,3059,ProcessAsset,DM - Active Operating Lease Assets - MOD6 - Current Year,501624
500015,DM - Asset depreciation and Income Recognition,15,1,ACC - Depreciate current financial year,13/11/2021 07:06,On demand (deferred),Manual,Non Active,7,DM - SU ACC depreciate asset - current financial year - MOD7,"Treats all assets with status active or initialized (belonging to the operating lease portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period is set equal to the end date of the previous month as that would have been last depreciated period in source
- Past fiscal periods to be closed and open current fiscal period",,3059,ProcessAsset,DM - Active Operating Lease Assets - MOD7 - Current Year,501625
500015,DM - Asset depreciation and Income Recognition,15,1,ACC - Depreciate current financial year,13/11/2021 07:06,On demand (deferred),Manual,Non Active,8,DM - SU ACC depreciate asset - current financial year - MOD8,"Treats all assets with status active or initialized (belonging to the operating lease portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period is set equal to the end date of the previous month as that would have been last depreciated period in source
- Past fiscal periods to be closed and open current fiscal period",,3059,ProcessAsset,DM - Active Operating Lease Assets - MOD8 - Current Year,501626
500015,DM - Asset depreciation and Income Recognition,16,1,TAX - Depreciate current financial year,13/11/2021 09:38,On demand (deferred),Manual,Non Active,1,DM - SU TAX depreciate asset - current financial year - MOD1,"Treats all assets with status active or initialized (belonging to the tax operating lease portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period is set equal to the end date of the previous month as that would have been last depreciated period in source
- Past fiscal periods to be closed and open current fiscal period",,3059,ProcessAsset,DM - Active TAX Assets - MOD1 - Current Year,501627
500015,DM - Asset depreciation and Income Recognition,16,1,TAX - Depreciate current financial year,13/11/2021 09:38,On demand (deferred),Manual,Non Active,2,DM - SU TAX depreciate asset - current financial year - MOD2,"Treats all assets with status active or initialized (belonging to the tax operating lease portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period is set equal to the end date of the previous month as that would have been last depreciated period in source
- Past fiscal periods to be closed and open current fiscal period",,3059,ProcessAsset,DM - Active TAX Assets - MOD2 - Current Year,501628
500015,DM - Asset depreciation and Income Recognition,16,1,TAX - Depreciate current financial year,13/11/2021 09:38,On demand (deferred),Manual,Non Active,3,DM - SU TAX depreciate asset - current financial year - MOD3,"Treats all assets with status active or initialized (belonging to the tax operating lease portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period is set equal to the end date of the previous month as that would have been last depreciated period in source
- Past fiscal periods to be closed and open current fiscal period",,3059,ProcessAsset,DM - Active TAX Assets - MOD3 - Current Year,501629
500015,DM - Asset depreciation and Income Recognition,16,1,TAX - Depreciate current financial year,13/11/2021 09:38,On demand (deferred),Manual,Non Active,4,DM - SU TAX depreciate asset - current financial year - MOD4,"Treats all assets with status active or initialized (belonging to the tax operating lease portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period is set equal to the end date of the previous month as that would have been last depreciated period in source
- Past fiscal periods to be closed and open current fiscal period",,3059,ProcessAsset,DM - Active TAX Assets - MOD4 - Current Year,501630
500015,DM - Asset depreciation and Income Recognition,16,1,TAX - Depreciate current financial year,13/11/2021 09:38,On demand (deferred),Manual,Non Active,5,DM - SU TAX depreciate asset - current financial year - MOD5,"Treats all assets with status active or initialized (belonging to the tax operating lease portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period is set equal to the end date of the previous month as that would have been last depreciated period in source
- Past fiscal periods to be closed and open current fiscal period",,3059,ProcessAsset,DM - Active TAX Assets - MOD5 - Current Year,501631
500015,DM - Asset depreciation and Income Recognition,16,1,TAX - Depreciate current financial year,13/11/2021 09:38,On demand (deferred),Manual,Non Active,6,DM - SU TAX depreciate asset - current financial year - MOD6,"Treats all assets with status active or initialized (belonging to the tax operating lease portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period is set equal to the end date of the previous month as that would have been last depreciated period in source
- Past fiscal periods to be closed and open current fiscal period",,3059,ProcessAsset,DM - Active TAX Assets - MOD6 - Current Year,501632
500015,DM - Asset depreciation and Income Recognition,16,1,TAX - Depreciate current financial year,13/11/2021 09:38,On demand (deferred),Manual,Non Active,7,DM - SU TAX depreciate asset - current financial year - MOD7,"Treats all assets with status active or initialized (belonging to the tax operating lease portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period is set equal to the end date of the previous month as that would have been last depreciated period in source
- Past fiscal periods to be closed and open current fiscal period",,3059,ProcessAsset,DM - Active TAX Assets - MOD7 - Current Year,501633
500015,DM - Asset depreciation and Income Recognition,16,1,TAX - Depreciate current financial year,13/11/2021 09:38,On demand (deferred),Manual,Non Active,8,DM - SU TAX depreciate asset - current financial year - MOD8,"Treats all assets with status active or initialized (belonging to the tax operating lease portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period is set equal to the end date of the previous month as that would have been last depreciated period in source
- Past fiscal periods to be closed and open current fiscal period",,3059,ProcessAsset,DM - Active TAX Assets - MOD8 - Current Year,501634
500015,DM - Asset depreciation and Income Recognition,17,1,INC - Depreciate current financial year,13/11/2021 11:50,On demand (deferred),Manual,Non Active,1,DM - SU INC income recognition - current financial year,"Treats all assets with status active or initialized (belonging to the income recognition portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period is set equal to the end date of the previous month as that would have been last depreciated period in source
- Past fiscal periods to be closed and open current fiscal period",,3058,ProcessAsset,Active Income Recognition Assets,501420
500015,DM - Asset depreciation and Income Recognition,20,1,Close all periods except current period,13/11/2021 11:59,On demand (deferred),Manual,Non Active,1,DM - Close Previous Fiscal Periods (leave current period open),,,3058,OpenOrCloseJournals,DM - Select Previous Fiscal Period,501369
500016,Customer Invoicing - Backdated,1,1,NPS Billing - Backdated,,On demand (deferred),Automated,Active,1,Calculate Next Bill End Date - Monthly - Backdated,Calculates the Bill Next Due Date on contracts,,3058,ExecuteFormula,Find NPS contracts for Next Bill End Date calculation - Monthly,501375
500016,Customer Invoicing - Backdated,1,1,NPS Billing - Backdated,,On demand (deferred),Automated,Active,2,Contract revision calculation before billing - Monthly - Backdated,Triggers the revision formulas on NPS contracts which have period duration set to Months. Contracts which will be recalculated are those which have a variable interest rate or contracts which have LSC which are set to precomputed = false.,,3058,WBSACalculateRevisionFormulas,Find contracts for revision calculation - Monthly - Backdated,501370
500016,Customer Invoicing - Backdated,1,1,NPS Billing - Backdated,,On demand (deferred),Automated,Active,3,Bill NPS Contracts - Monthly - In Advance - Backdated,Creates billing items for contracts which have period duration = months and are invoiced In Advance,,3058,WBSANPSBillingItemCreation,Find NPS contracts for billing item creation - Monthly - In Advance - Backdated,501377
500016,Customer Invoicing - Backdated,1,1,NPS Billing - Backdated,,On demand (deferred),Automated,Active,4,Bill NPS Contracts - Monthly - In Arrears - Backdated,Creates billing items for contracts which have period duration = months and are invoiced In Arrears,,3058,WBSANPSBillingItemCreation,Find NPS contracts for billing item creation - Monthly - In Arrears - Backdated (by config property),501378
500016,Customer Invoicing - Backdated,1,1,NPS Billing - Backdated,,On demand (deferred),Automated,Active,5,Calculate Next Bill End Date - Monthly - Backdated 2,Calculates the Bill Next Due Date on contracts,,3058,ExecuteFormula,Find NPS contracts for Next Bill End Date calculation - Monthly,501375
500016,Customer Invoicing - Backdated,1,1,NPS Billing - Backdated,,On demand (deferred),Automated,Active,6,Contract revision calculation before billing - Monthly - Backdated 2,Triggers the revision formulas on NPS contracts which have period duration set to Months. Contracts which will be recalculated are those which have a variable interest rate or contracts which have LSC which are set to precomputed = false.,,3058,WBSACalculateRevisionFormulas,Find contracts for revision calculation - Monthly - Backdated,501370
500016,Customer Invoicing - Backdated,1,1,NPS Billing - Backdated,,On demand (deferred),Automated,Active,7,Bill NPS Contracts - Monthly - In Advance - Backdated 2,Creates billing items for contracts which have period duration = months and are invoiced In Advance,,3058,WBSANPSBillingItemCreation,Find NPS contracts for billing item creation - Monthly - In Advance - Backdated,501377
500016,Customer Invoicing - Backdated,1,1,NPS Billing - Backdated,,On demand (deferred),Automated,Active,8,Bill NPS Contracts - Monthly - In Arrears - Backdated 2,Creates billing items for contracts which have period duration = months and are invoiced In Arrears,,3058,WBSANPSBillingItemCreation,Find NPS contracts for billing item creation - Monthly - In Arrears - Backdated (by config property),501378
500016,Customer Invoicing - Backdated,1,1,NPS Billing - Backdated,,On demand (deferred),Automated,Active,9,Calculate Next Bill End Date - Monthly - Backdated 3,Calculates the Bill Next Due Date on contracts,,3058,ExecuteFormula,Find NPS contracts for Next Bill End Date calculation - Monthly,501375
500016,Customer Invoicing - Backdated,1,1,NPS Billing - Backdated,,On demand (deferred),Automated,Active,10,Contract revision calculation before billing - Monthly - Backdated 3,Triggers the revision formulas on NPS contracts which have period duration set to Months. Contracts which will be recalculated are those which have a variable interest rate or contracts which have LSC which are set to precomputed = false.,,3058,WBSACalculateRevisionFormulas,Find contracts for revision calculation - Monthly - Backdated,501370
500016,Customer Invoicing - Backdated,1,1,NPS Billing - Backdated,,On demand (deferred),Automated,Active,11,Bill NPS Contracts - Monthly - In Advance - Backdated 3,Creates billing items for contracts which have period duration = months and are invoiced In Advance,,3058,WBSANPSBillingItemCreation,Find NPS contracts for billing item creation - Monthly - In Advance - Backdated,501377
500016,Customer Invoicing - Backdated,1,1,NPS Billing - Backdated,,On demand (deferred),Automated,Active,12,Bill NPS Contracts - Monthly - In Arrears - Backdated 3,Creates billing items for contracts which have period duration = months and are invoiced In Arrears,,3058,WBSANPSBillingItemCreation,Find NPS contracts for billing item creation - Monthly - In Arrears - Backdated (by config property),501378
500016,Customer Invoicing - Backdated,1,1,NPS Billing - Backdated,,On demand (deferred),Automated,Active,13,Calculate Next Bill End Date - Monthly - Backdated 4,Calculates the Bill Next Due Date on contracts,,3058,ExecuteFormula,Find NPS contracts for Next Bill End Date calculation - Monthly,501375
500016,Customer Invoicing - Backdated,1,1,NPS Billing - Backdated,,On demand (deferred),Automated,Active,14,Contract revision calculation before billing - Monthly - Backdated 4,Triggers the revision formulas on NPS contracts which have period duration set to Months. Contracts which will be recalculated are those which have a variable interest rate or contracts which have LSC which are set to precomputed = false.,,3058,WBSACalculateRevisionFormulas,Find contracts for revision calculation - Monthly - Backdated,501370
500016,Customer Invoicing - Backdated,1,1,NPS Billing - Backdated,,On demand (deferred),Automated,Active,15,Bill NPS Contracts - Monthly - In Advance - Backdated 4,Creates billing items for contracts which have period duration = months and are invoiced In Advance,,3058,WBSANPSBillingItemCreation,Find NPS contracts for billing item creation - Monthly - In Advance - Backdated,501377
500016,Customer Invoicing - Backdated,1,1,NPS Billing - Backdated,,On demand (deferred),Automated,Active,16,Bill NPS Contracts - Monthly - In Arrears - Backdated 4,Creates billing items for contracts which have period duration = months and are invoiced In Arrears,,3058,WBSANPSBillingItemCreation,Find NPS contracts for billing item creation - Monthly - In Arrears - Backdated (by config property),501378
500016,Customer Invoicing - Backdated,1,1,NPS Billing - Backdated,,On demand (deferred),Automated,Active,17,Calculate Next Bill End Date - Monthly - Backdated 5,Calculates the Bill Next Due Date on contracts,,3058,ExecuteFormula,Find NPS contracts for Next Bill End Date calculation - Monthly,501375
500016,Customer Invoicing - Backdated,1,1,NPS Billing - Backdated,,On demand (deferred),Automated,Active,18,Contract revision calculation before billing - Monthly - Backdated 5,Triggers the revision formulas on NPS contracts which have period duration set to Months. Contracts which will be recalculated are those which have a variable interest rate or contracts which have LSC which are set to precomputed = false.,,3058,WBSACalculateRevisionFormulas,Find contracts for revision calculation - Monthly - Backdated,501370
500016,Customer Invoicing - Backdated,1,1,NPS Billing - Backdated,,On demand (deferred),Automated,Active,19,Bill NPS Contracts - Monthly - In Advance - Backdated 5,Creates billing items for contracts which have period duration = months and are invoiced In Advance,,3058,WBSANPSBillingItemCreation,Find NPS contracts for billing item creation - Monthly - In Advance - Backdated,501377
500016,Customer Invoicing - Backdated,1,1,NPS Billing - Backdated,,On demand (deferred),Automated,Active,20,Bill NPS Contracts - Monthly - In Arrears - Backdated 5,Creates billing items for contracts which have period duration = months and are invoiced In Arrears,,3058,WBSANPSBillingItemCreation,Find NPS contracts for billing item creation - Monthly - In Arrears - Backdated (by config property),501378
500016,Customer Invoicing - Backdated,1,1,NPS Billing - Backdated,,On demand (deferred),Automated,Active,21,Calculate Next Bill End Date - Monthly - Backdated 6,Calculates the Bill Next Due Date on contracts,,3058,ExecuteFormula,Find NPS contracts for Next Bill End Date calculation - Monthly,501375
500016,Customer Invoicing - Backdated,1,1,NPS Billing - Backdated,,On demand (deferred),Automated,Active,22,Contract revision calculation before billing - Monthly - Backdated 6,Triggers the revision formulas on NPS contracts which have period duration set to Months. Contracts which will be recalculated are those which have a variable interest rate or contracts which have LSC which are set to precomputed = false.,,3058,WBSACalculateRevisionFormulas,Find contracts for revision calculation - Monthly - Backdated,501370
500016,Customer Invoicing - Backdated,1,1,NPS Billing - Backdated,,On demand (deferred),Automated,Active,23,Bill NPS Contracts - Monthly - In Advance - Backdated 6,Creates billing items for contracts which have period duration = months and are invoiced In Advance,,3058,WBSANPSBillingItemCreation,Find NPS contracts for billing item creation - Monthly - In Advance - Backdated,501377
500016,Customer Invoicing - Backdated,1,1,NPS Billing - Backdated,,On demand (deferred),Automated,Active,24,Bill NPS Contracts - Monthly - In Arrears - Backdated 6,Creates billing items for contracts which have period duration = months and are invoiced In Arrears,,3058,WBSANPSBillingItemCreation,Find NPS contracts for billing item creation - Monthly - In Arrears - Backdated (by config property),501378
500016,Customer Invoicing - Backdated,2,1,Invoice Generation - Backdated,,On demand (deferred),Automated,Active,1,Rental invoicing - Monthly - In Advance - Backdated,Creates outgoing invoices for monthly rentals of operational lease and fleet managed contracts. This process is to be run monthly.,,3058,GenerateInvoice,Find contracts for rental invoicing - Monthly - In Advance,500740
500016,Customer Invoicing - Backdated,2,1,Invoice Generation - Backdated,,On demand (deferred),Automated,Active,2,Rental invoicing - Monthly - In Arrears - Backdated,Creates outgoing invoices for monthly rentals of operational lease and fleet managed contracts. This process is to be run monthly.,,3058,GenerateInvoice,Find contracts for rental invoicing - Monthly - In Arrears,500741
500017,Document Generation - Tax Invoice,1,1,Generate Tax Invoice Report - Twice daily,17/11/2021 12:08,Twice daily,Automated,Active,1,Generate and Send Tax Invoice - Vehicle Procurement - Non-PO,,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Vehicle Procurement - non-PO,501086
500017,Document Generation - Tax Invoice,2,1,Generate Tax Invoice Report - Daily,17/11/2021 18:00,Evening,Automated,Active,1,Generate and Send Tax Invoice - GBB - non-PO,,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - GBB - non-PO,501088
500017,Document Generation - Tax Invoice,2,1,Generate Tax Invoice Report - Daily,17/11/2021 18:00,Evening,Automated,Active,2,Generate and Send Tax Invoice - Upfront (customer - driver) - Non-PO,,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Upfront (customer - driver) - Non-PO,501091
500017,Document Generation - Tax Invoice,2,1,Generate Tax Invoice Report - Daily,17/11/2021 18:00,Evening,Automated,Active,3,Generate and Send Tax Invoice - Upfront (plan fee OEM) - Non-PO,,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Upfront (plan fee OEM) - Non-PO,501093
500017,Document Generation - Tax Invoice,2,1,Generate Tax Invoice Report - Daily,16/11/2020 22:13,Evening,Automated,Active,4,Generate and Send Tax Invoice - Upfront (subvention) - Non-PO,,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Upfront (subvention) - Non-PO,501095
500017,Document Generation - Tax Invoice,2,1,Generate Tax Invoice Report - Daily,17/11/2021 18:00,Evening,Automated,Active,5,Generate and Send Tax Invoice - Settlement invoice - Non-PO,,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Settlement (Termination)- Non-PO,501679
500017,Document Generation - Tax Invoice,2,1,Generate Tax Invoice Report - Daily,17/11/2021 18:00,Evening,Automated,Active,6,Generate and Send Tax Invoice - Vehicle sale - Non-PO,,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Vehicle sale- Non-PO,501680
500017,Document Generation - Tax Invoice,2,1,Generate Tax Invoice Report - Daily,17/11/2021 18:00,Evening,Automated,Active,7,Generate and Send - Subvention Tax Invoice,,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Subvention tax invoice,501222
500017,Document Generation - Tax Invoice,2,1,Generate Tax Invoice Report - Daily,17/11/2021 18:00,Evening,Automated,Active,8,Generate and Send Tax Invoice - Charge back MM Daily,,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Charge back MM Daily,501477
500017,Document Generation - Tax Invoice,3,1,Generate Tax Invoice Report - Weekly,,Monthly 20th,Automated,Active,1,Generate and Send Tax Invoice - Weekly Rental (OL) - Non-PO,,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Weekly Rental (OL) - Non-PO,501100
500017,Document Generation - Tax Invoice,3,1,Generate Tax Invoice Report - Weekly,,Monthly 20th,Automated,Active,2,Generate and Send Tax Invoice - Weekly Rental (FM)- Non-PO,,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Weekly Rental (FM) - Non-PO,501102
500017,Document Generation - Tax Invoice,3,1,Generate Tax Invoice Report - Weekly,,Monthly 20th,Automated,Active,3,Generate and Send Tax Invoice - Charge back MM Weekly,,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Charge back MM Weekly,501478
500017,Document Generation - Tax Invoice,4,1,Generate Tax Invoice Report - Fortnightly,,Fortnightly,Automated,Active,1,Generate and Send Tax Invoice - Charge back MM Fortnightly,,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Charge back MM Fortnightly,501479
500017,Document Generation - Tax Invoice,5,1,Generate Tax Invoice Report - Monthly,25/11/2021 18:03,Monthly 21st,Automated,Active,1,Generate and Send Tax Invoice - Monthly Rental (OL) - Non-PO,,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Monthly rental (OL)- Non-PO,501106
500017,Document Generation - Tax Invoice,5,1,Generate Tax Invoice Report - Monthly,18/12/2021 15:17,Monthly 21st,Automated,Active,3,Generate and Send Tax Invoice - Plan fee OEM- Non-PO,,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Plan fee OEM - Non-PO,501110
500017,Document Generation - Tax Invoice,5,1,Generate Tax Invoice Report - Monthly,18/12/2021 15:17,Monthly 21st,Automated,Active,4,Generate and Send Tax Invoice - Charge back fine - Non-PO,,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Charge back fine - Non-PO,501111
500017,Document Generation - Tax Invoice,5,1,Generate Tax Invoice Report - Monthly,18/12/2021 15:17,Monthly 21st,Automated,Active,5,Generate and Send Tax Invoice - Charge back license,,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Charge back license,501112
500017,Document Generation - Tax Invoice,5,1,Generate Tax Invoice Report - Monthly,25/11/2021 21:39,Monthly 21st,Automated,Active,6,Generate and Send Tax Invoice - Charge back RMT,,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Charge back RMT Monthly,501113
500017,Document Generation - Tax Invoice,5,1,Generate Tax Invoice Report - Monthly,18/12/2021 15:19,Monthly 21st,Automated,Active,7,Generate and Send Tax Invoice - Charge back transport,,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Charge back transport,501114
500017,Document Generation - Tax Invoice,5,1,Generate Tax Invoice Report - Monthly,18/12/2021 15:19,Monthly 21st,Automated,Active,8,Generate and Send Tax Invoice - Charge back fleet inspection,,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Charge back fleet inspection,501115
